What did you think ?,How do you feel  ?,What should you do ?,Question 1,Question 2,Question 3,Result
it s not my business,angry towards the aggressor,join the bully,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Nothing at all,ask for forgiveness for not being able to stop it,AGRESSIVE
it s not my business,angry towards the aggressor,join the bully,i shouldnt have let this go this far,Nothing at all,continue having fun and bullying mohamed and other people as well,AGRESSIVE
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Still having fun,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Still having fun,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Still having fun,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,i feel regret and shame,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,i feel regret and shame,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Nothing at all,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Nothing at all,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,the victim is so weak,Nothing at all,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Still having fun,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Still having fun,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Still having fun,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",i feel regret and shame,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",i feel regret and shame,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",i feel regret and shame,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Nothing at all,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Nothing at all,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,"nothing, its not my problem",Nothing at all,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,Still having fun,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,Still having fun,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,Still having fun,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,i feel regret and shame,act like nothing ever happened,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,i feel regret and shame,ask for forgiveness for not being able to stop it,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,i feel regret and shame,continue having fun and bullying mohamed and other people as well,Passive
"a loser, he doesnt know how to defend himself",angry towards the aggressor,nothing,i shouldnt have let this go this far,Nothing at all,act like nothing ever happened,Passive
